gene_name,protein_id,Protein.Description,LipidProbe,sample,logFC,AveExpr,pvalue,hit_annotation
PCBP2,Q15366,Poly(rC)-binding protein 2,PA,membrane,-1.086626714,21.336559,0.00119467,no hit
RAB23,Q9ULC3,Ras-related protein Rab-23,PA,membrane,0.516950335,20.45124489,0.001308131,no hit
YWHAZ,P63104,14-3-3 protein zeta/delta,PA,membrane,-0.800560853,23.51103207,0.00145707,no hit
AARS1,P49588,"Alanine--tRNA ligase, cytoplasmic",PA,membrane,-0.845751894,21.34142772,0.0014638,no hit
ATXN2L,Q8WWM7,Ataxin-2-like protein,PA,membrane,-0.792595669,19.79145654,0.001792245,no hit
RRAS2,P62070,Ras-related protein R-Ras2,PA,membrane,0.556811994,22.13089354,0.001814491,no hit
FAM114A1,Q8IWE2,Protein NOXP20,PA,membrane,-1.068328359,19.69671918,0.00188821,no hit
ANO6,Q4KMQ2,Anoctamin-6,PA,membrane,0.557598527,19.52363217,0.001888305,no hit
RAB18,Q9NP72,Ras-related protein Rab-18,PA,membrane,-0.527992099,22.11015584,0.001954729,no hit
IST1,P53990,IST1 homolog,PA,membrane,-0.719387865,20.37967487,0.001982471,no hit
PPIA,P62937,Peptidyl-prolyl cis-trans isomerase A,PA,membrane,-0.796899862,23.62141094,0.001986004,no hit
NAA50,Q9GZZ1,N-alpha-acetyltransferase 50,PA,membrane,-0.97131122,19.91226021,0.00203204,no hit
EEF1B2,P24534,Elongation factor 1-beta,PA,membrane,-1.153053364,21.11263304,0.002081156,no hit
GSTO1,P78417,Glutathione S-transferase omega-1,PA,membrane,-0.830209247,20.17533047,0.002194114,no hit
EIF2B1,Q14232,Translation initiation factor eIF-2B subunit alpha,PA,membrane,-0.709819476,20.28680217,0.002223685,no hit
GNAO1,P09471,Guanine nucleotide-binding protein G(o) subunit alpha,PA,membrane,0.565637706,18.55356084,0.002243979,no hit
HARS1,P12081,"Histidine--tRNA ligase, cytoplasmic",PA,membrane,-0.620582821,20.25764362,0.00229644,no hit
GANAB,Q14697,Neutral alpha-glucosidase AB,PA,membrane,0.53971279,23.50012261,0.002317742,no hit
PRRC1,Q96M27,Protein PRRC1,PA,membrane,-0.70960079,22.56171243,0.002514238,no hit
SRI,P30626,Sorcin,PA,membrane,-0.849274186,20.38516031,0.002752856,no hit
TRAPPC4,Q9Y296,Trafficking protein particle complex subunit 4,PA,membrane,-0.490056411,18.08554512,0.002808542,no hit
EIF4B,P23588,Eukaryotic translation initiation factor 4B,PA,membrane,-1.162526966,19.45242267,0.002828993,no hit
RAC1,P63000,Ras-related C3 botulinum toxin substrate 1,PA,membrane,0.578191879,22.6547974,0.002981113,no hit
HSDL2,Q6YN16,Hydroxysteroid dehydrogenase-like protein 2,PA,membrane,0.488771489,19.42986051,0.003072979,no hit
TARS1,P26639,"Threonine--tRNA ligase 1, cytoplasmic",PA,membrane,-0.970612302,22.36958537,0.003196557,no hit
YWHAQ,P27348,14-3-3 protein theta,PA,membrane,-0.939000792,21.83803488,0.003258787,no hit
NARS1,O43776,"Asparagine--tRNA ligase, cytoplasmic",PA,membrane,-0.780707969,20.44526644,0.003378702,no hit
KRAS,P01116,GTPase KRas,PA,membrane,0.539809177,20.04929436,0.003510607,no hit
ARF4,P18085,ADP-ribosylation factor 4,PA,membrane,-0.637106276,20.11201889,0.003634583,no hit
SPG21,Q9NZD8,Maspardin,PA,membrane,-0.502393825,19.82407398,0.003795893,no hit
ANXA5,P08758,Annexin A5,PA,membrane,-0.987635409,22.66858186,0.003889624,no hit
HSPB1,P04792,Heat shock protein beta-1,PA,membrane,-0.794186167,22.81187775,0.00391163,no hit
TSN,Q15631,Translin,PA,membrane,-0.631224917,20.1827488,0.004063043,no hit
PFN1,P07737,Profilin-1,PA,membrane,-0.649910479,21.94694962,0.004166832,no hit
PCNA,P12004,Proliferating cell nuclear antigen,PA,membrane,-0.980502706,23.53245146,0.004187632,no hit
BLVRA,P53004,Biliverdin reductase A,PA,membrane,-0.456231312,19.22073555,0.004256805,no hit
PGLS,O95336,6-phosphogluconolactonase,PA,membrane,-0.769133914,19.62917519,0.004356041,no hit
USO1,O60763,General vesicular transport factor p115,PA,membrane,-0.438476455,20.08642233,0.004671705,no hit
HSD17B4,P51659,Peroxisomal multifunctional enzyme type 2,PA,membrane,0.58088323,22.73398428,0.004742045,no hit
TSFM,P43897,"Elongation factor Ts, mitochondrial",PA,membrane,0.511269412,17.35497218,0.004812906,no hit
GOT1,P17174,"Aspartate aminotransferase, cytoplasmic",PA,membrane,-0.665779207,20.04886898,0.004891071,no hit
CD320,Q9NPF0,CD320 antigen,PA,membrane,0.423395926,19.77089438,0.004934873,no hit
SORD,Q00796,Sorbitol dehydrogenase,PA,membrane,-0.560171656,19.33906031,0.00496019,no hit
SLC26A6,Q9BXS9,Solute carrier family 26 member 6,PA,membrane,0.582496942,19.33184128,0.004971952,no hit
PARVA,Q9NVD7,Alpha-parvin,PA,membrane,-0.738455206,20.5903544,0.005118469,no hit
IPO5,O00410,Importin-5,PA,membrane,-0.827568255,23.01788652,0.005233335,no hit
GNB4,Q9HAV0,Guanine nucleotide-binding protein subunit beta-4,PA,membrane,0.551162093,22.53675064,0.005294464,no hit
SERPINB6,P35237,Serpin B6,PA,membrane,-0.667382744,21.26810887,0.005613881,no hit
UBE2I,P63279,SUMO-conjugating enzyme UBC9,PA,membrane,-0.421188396,18.8246435,0.005943866,no hit
PGM1,P36871,Phosphoglucomutase-1,PA,membrane,-0.954228922,22.32745613,0.005953264,no hit
PDIA6,Q15084,Protein disulfide-isomerase A6,PA,membrane,0.507134385,22.28669064,0.006150012,no hit
PUM1,Q14671,Pumilio homolog 1,PA,membrane,-0.981141697,18.32320807,0.006197886,no hit
RAD23B,P54727,UV excision repair protein RAD23 homolog B,PA,membrane,-0.763520175,20.59993797,0.006431999,no hit
PRSS21,Q9Y6M0,Testisin,PA,membrane,0.554076532,20.3781156,0.006671997,no hit
UBAP2,Q5T6F2,Ubiquitin-associated protein 2,PA,membrane,-1.026707243,18.69385209,0.006785138,no hit
UBE2N,P61088,Ubiquitin-conjugating enzyme E2 N,PA,membrane,-0.660567402,20.0040813,0.006814146,no hit
EDC4,Q6P2E9,Enhancer of mRNA-decapping protein 4,PA,membrane,-0.456840055,20.39535036,0.006815831,no hit
SCAMP3,O14828,Secretory carrier-associated membrane protein 3,PA,membrane,-0.595162216,22.18862771,0.006943676,no hit
WDR5,P61964,WD repeat-containing protein 5,PA,membrane,0.520368606,18.53383403,0.006955753,no hit
SRM,P19623,Spermidine synthase,PA,membrane,-0.668331174,19.61369812,0.006985307,no hit
S100A4,P26447,Protein S100-A4,PA,membrane,-1.046104827,22.27767875,0.007032242,no hit
RABGGTB,P53611,Geranylgeranyl transferase type-2 subunit beta,PA,membrane,-0.797497025,19.31059097,0.007065376,no hit
ABCC1,P33527,Multidrug resistance-associated protein 1,PA,membrane,0.463904084,19.48298313,0.007117715,no hit
TAGLN2,P37802,Transgelin-2,PA,membrane,-0.672878036,23.33101245,0.007205044,no hit
YWHAB,P31946,14-3-3 protein beta/alpha,PA,membrane,-0.859578144,22.77272968,0.00726845,no hit
IPO7,O95373,Importin-7,PA,membrane,-0.848857245,22.06061616,0.007281667,no hit
DDT,P30046,D-dopachrome decarboxylase,PA,membrane,-0.737842235,18.89813436,0.007321805,no hit
PHGDH,O43175,D-3-phosphoglycerate dehydrogenase,PA,membrane,-0.625964223,21.69450848,0.007500514,no hit
UBE2M,P61081,NEDD8-conjugating enzyme Ubc12,PA,membrane,-0.974575408,18.71860043,0.007921717,no hit
RNPEP,Q9H4A4,Aminopeptidase B,PA,membrane,-0.716356088,19.62781538,0.008080413,no hit
ARHGDIA,P52565,Rho GDP-dissociation inhibitor 1,PA,membrane,-0.849795511,21.92145152,0.008100637,no hit
MYG1,Q9HB07,MYG1 exonuclease,PA,membrane,-0.63600962,18.30122017,0.008200249,no hit
PLIN4,Q96Q06,Perilipin-4,PA,membrane,-0.525330687,20.17934901,0.008247121,no hit
FAM114A2,Q9NRY5,Protein FAM114A2,PA,membrane,-0.794580078,19.1867619,0.00886078,no hit
CYP51A1,Q16850,Lanosterol 14-alpha demethylase,PA,membrane,0.581261183,20.60047623,0.0089804,no hit
PRRC2A,P48634,Protein PRRC2A,PA,membrane,-0.880201625,17.47888291,0.009373016,no hit
KIRREL1,Q96J84,Kin of IRRE-like protein 1,PA,membrane,0.477927478,17.68296228,0.009683157,no hit
DPP3,Q9NY33,Dipeptidyl peptidase 3,PA,membrane,-0.661481218,20.72969148,0.009808663,no hit
GDI2,P50395,Rab GDP dissociation inhibitor beta,PA,membrane,-0.531460605,22.29925556,0.009827651,no hit
NOTCH2,Q04721,Neurogenic locus notch homolog protein 2,PA,membrane,0.561251124,17.86202797,0.009999679,no hit
SAR1A,Q9NR31,GTP-binding protein SAR1a,PA,membrane,-0.600890891,21.76423772,0.010022208,no hit
PPP2CB,P62714,Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform,PA,membrane,-0.536084286,20.89308121,0.010147874,no hit
UBE2K,P61086,Ubiquitin-conjugating enzyme E2 K,PA,membrane,-0.830321686,18.91818303,0.010213456,no hit
TRIM28,Q13263,Transcription intermediary factor 1-beta,PA,membrane,0.581228323,19.65272123,0.010379806,no hit
ACTC1,P68032,"Actin, alpha cardiac muscle 1",PA,membrane,0.584763948,21.82210314,0.010401795,no hit
ANXA7,P20073,Annexin A7,PA,membrane,-0.879266538,21.72079349,0.010439174,no hit
TXN,P10599,Thioredoxin,PA,membrane,-0.925938165,20.91026001,0.010558488,no hit
SFN,P31947,14-3-3 protein sigma,PA,membrane,-0.952523137,21.34302185,0.010657998,no hit
FDPS,P14324,Farnesyl pyrophosphate synthase,PA,membrane,-0.778289147,21.80870856,0.010877872,no hit
TNPO1,Q92973,Transportin-1,PA,membrane,-0.715812542,22.89896798,0.010886456,no hit
TXNDC5,Q8NBS9,Thioredoxin domain-containing protein 5,PA,membrane,0.461495025,22.31475574,0.01108655,no hit
CMBL,Q96DG6,Carboxymethylenebutenolidase homolog,PA,membrane,-0.666346139,19.06068301,0.011861255,no hit
INF2,Q27J81,Inverted formin-2,PA,membrane,0.463891618,17.48118303,0.01200705,no hit
UGGT1,Q9NYU2,UDP-glucose:glycoprotein glucosyltransferase 1,PA,membrane,0.437353059,19.44349558,0.012096653,no hit
SERPINB5,P36952,Serpin B5,PA,membrane,-0.889974312,21.51436509,0.012225948,no hit
MMP15,P51511,Matrix metalloproteinase-15,PA,membrane,0.351382338,22.48889099,0.01225499,no hit
TALDO1,P37837,Transaldolase,PA,membrane,-1.085382607,22.64474083,0.012416336,no hit
LDHA,P00338,L-lactate dehydrogenase A chain,PA,membrane,-0.90985506,23.20088927,0.012514293,no hit
ESD,P10768,S-formylglutathione hydrolase,PA,membrane,-0.784472552,19.54061418,0.012756431,no hit
PLS3,P13797,Plastin-3,PA,membrane,0.552117264,24.3551843,0.012778932,no hit
SLC16A1,P53985,Monocarboxylate transporter 1,PA,membrane,0.539473065,22.972979809999998,0.012843023,no hit
AXL,P30530,Tyrosine-protein kinase receptor UFO,PA,membrane,0.553937445,19.19549153,0.012856322,no hit
NUDT5,Q9UKK9,ADP-sugar pyrophosphatase,PA,membrane,-0.863028315,20.02956522,0.013306693,no hit
MIF,P14174,Macrophage migration inhibitory factor,PA,membrane,-1.004913073,22.01089929,0.013744434,no hit
AKR1B1,P15121,Aldo-keto reductase family 1 member B1,PA,membrane,-0.680486315,21.47172009,0.013924897,no hit
MYL6,P60660,Myosin light polypeptide 6,PA,membrane,0.511518574,20.84307997,0.014180911,no hit
EIF4G2,P78344,Eukaryotic translation initiation factor 4 gamma 2,PA,membrane,-0.69020573,21.95091875,0.014312564,no hit
UFL1,O94874,E3 UFM1-protein ligase 1,PA,membrane,0.409787427,18.51915177,0.015092975,no hit
NIBAN1,Q9BZQ8,Protein Niban 1,PA,membrane,0.51416475,18.51850392,0.015154485,no hit
ACO1,P21399,Cytoplasmic aconitate hydratase,PA,membrane,-0.458749831,20.20769667,0.015174045,no hit
